MTU (UTC),DateTime,Generation - Solar [MW] Day Ahead/ BZN|EE,Generation - Solar [MW] Intraday / BZN|EE,Generation - Solar [MW] Current / BZN|EE,Generation - Wind Offshore [MW] Day Ahead/ BZN|EE,Generation - Wind Offshore [MW] Intraday / BZN|EE,Generation - Wind Offshore [MW] Current / BZN|EE,Generation - Wind Onshore [MW] Day Ahead/ BZN|EE,Generation - Wind Onshore [MW] Intraday / BZN|EE,Generation - Wind Onshore [MW] Current / BZN|EE
17.10.2023 16:00 - 17.10.2023 17:00,17.10.2023 16:00,0,n/e,n/e,n/e,n/e,n/e,22,n/e,n/e
17.10.2023 17:00 - 17.10.2023 18:00,17.10.2023 17:00,0,n/e,n/e,n/e,n/e,n/e,18,n/e,n/e
17.10.2023 18:00 - 17.10.2023 19:00,17.10.2023 18:00,0,n/e,n/e,n/e,n/e,n/e,14,n/e,n/e
17.10.2023 19:00 - 17.10.2023 20:00,17.10.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,18,n/e,n/e
17.10.2023 20:00 - 17.10.2023 21:00,17.10.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,7,n/e,n/e
17.10.2023 21:00 - 17.10.2023 22:00,17.10.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,8,n/e,n/e
17.10.2023 22:00 - 17.10.2023 23:00,17.10.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,16,n/e,n/e
17.10.2023 23:00 - 18.10.2023 00:00,17.10.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,20,n/e,n/e
18.10.2023 00:00 - 18.10.2023 01:00,18.10.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,25,n/e,n/e
18.10.2023 01:00 - 18.10.2023 02:00,18.10.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,34,n/e,n/e
18.10.2023 02:00 - 18.10.2023 03:00,18.10.2023 02:00,0,n/e,n/e,n/e,n/e,n/e,48,n/e,n/e
18.10.2023 03:00 - 18.10.2023 04:00,18.10.2023 03:00,0,n/e,n/e,n/e,n/e,n/e,69,n/e,n/e
18.10.2023 04:00 - 18.10.2023 05:00,18.10.2023 04:00,0,n/e,n/e,n/e,n/e,n/e,93,n/e,n/e
18.10.2023 05:00 - 18.10.2023 06:00,18.10.2023 05:00,2,n/e,n/e,n/e,n/e,n/e,122,n/e,n/e
18.10.2023 06:00 - 18.10.2023 07:00,18.10.2023 06:00,16,n/e,n/e,n/e,n/e,n/e,122,n/e,n/e
18.10.2023 07:00 - 18.10.2023 08:00,18.10.2023 07:00,39,n/e,n/e,n/e,n/e,n/e,120,n/e,n/e
18.10.2023 08:00 - 18.10.2023 09:00,18.10.2023 08:00,63,n/e,n/e,n/e,n/e,n/e,119,n/e,n/e
18.10.2023 09:00 - 18.10.2023 10:00,18.10.2023 09:00,81,n/e,n/e,n/e,n/e,n/e,116,n/e,n/e
18.10.2023 10:00 - 18.10.2023 11:00,18.10.2023 10:00,87,n/e,n/e,n/e,n/e,n/e,113,n/e,n/e
18.10.2023 11:00 - 18.10.2023 12:00,18.10.2023 11:00,78,n/e,n/e,n/e,n/e,n/e,110,n/e,n/e
18.10.2023 12:00 - 18.10.2023 13:00,18.10.2023 12:00,60,n/e,n/e,n/e,n/e,n/e,105,n/e,n/e
18.10.2023 13:00 - 18.10.2023 14:00,18.10.2023 13:00,32,n/e,n/e,n/e,n/e,n/e,99,n/e,n/e
18.10.2023 14:00 - 18.10.2023 15:00,18.10.2023 14:00,5,n/e,n/e,n/e,n/e,n/e,104,n/e,n/e
18.10.2023 15:00 - 18.10.2023 16:00,18.10.2023 15:00,0,n/e,n/e,n/e,n/e,n/e,98,n/e,n/e
18.10.2023 16:00 - 18.10.2023 17:00,18.10.2023 16:00,0,n/e,n/e,n/e,n/e,n/e,95,n/e,n/e
18.10.2023 17:00 - 18.10.2023 18:00,18.10.2023 17:00,0,n/e,n/e,n/e,n/e,n/e,91,n/e,n/e
18.10.2023 18:00 - 18.10.2023 19:00,18.10.2023 18:00,0,n/e,n/e,n/e,n/e,n/e,89,n/e,n/e
18.10.2023 19:00 - 18.10.2023 20:00,18.10.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,85,n/e,n/e
18.10.2023 20:00 - 18.10.2023 21:00,18.10.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,77,n/e,n/e
18.10.2023 21:00 - 18.10.2023 22:00,18.10.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,69,n/e,n/e
18.10.2023 22:00 - 18.10.2023 23:00,18.10.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,46,n/e,n/e
18.10.2023 23:00 - 19.10.2023 00:00,18.10.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,43,n/e,n/e
19.10.2023 00:00 - 19.10.2023 01:00,19.10.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,44,n/e,n/e
19.10.2023 01:00 - 19.10.2023 02:00,19.10.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,48,n/e,n/e
19.10.2023 02:00 - 19.10.2023 03:00,19.10.2023 02:00,0,n/e,n/e,n/e,n/e,n/e,52,n/e,n/e
19.10.2023 03:00 - 19.10.2023 04:00,19.10.2023 03:00,0,n/e,n/e,n/e,n/e,n/e,57,n/e,n/e
19.10.2023 04:00 - 19.10.2023 05:00,19.10.2023 04:00,0,n/e,n/e,n/e,n/e,n/e,54,n/e,n/e
19.10.2023 05:00 - 19.10.2023 06:00,19.10.2023 05:00,8,n/e,n/e,n/e,n/e,n/e,52,n/e,n/e
19.10.2023 06:00 - 19.10.2023 07:00,19.10.2023 06:00,44,n/e,n/e,n/e,n/e,n/e,46,n/e,n/e
19.10.2023 07:00 - 19.10.2023 08:00,19.10.2023 07:00,89,n/e,n/e,n/e,n/e,n/e,39,n/e,n/e
19.10.2023 08:00 - 19.10.2023 09:00,19.10.2023 08:00,129,n/e,n/e,n/e,n/e,n/e,37,n/e,n/e
19.10.2023 09:00 - 19.10.2023 10:00,19.10.2023 09:00,151,n/e,n/e,n/e,n/e,n/e,39,n/e,n/e
19.10.2023 10:00 - 19.10.2023 11:00,19.10.2023 10:00,151,n/e,n/e,n/e,n/e,n/e,42,n/e,n/e
19.10.2023 11:00 - 19.10.2023 12:00,19.10.2023 11:00,130,n/e,n/e,n/e,n/e,n/e,45,n/e,n/e
19.10.2023 12:00 - 19.10.2023 13:00,19.10.2023 12:00,96,n/e,n/e,n/e,n/e,n/e,50,n/e,n/e
19.10.2023 13:00 - 19.10.2023 14:00,19.10.2023 13:00,51,n/e,n/e,n/e,n/e,n/e,56,n/e,n/e
19.10.2023 14:00 - 19.10.2023 15:00,19.10.2023 14:00,12,n/e,n/e,n/e,n/e,n/e,67,n/e,n/e
19.10.2023 15:00 - 19.10.2023 16:00,19.10.2023 15:00,0,n/e,n/e,n/e,n/e,n/e,79,n/e,n/e
19.10.2023 16:00 - 19.10.2023 17:00,19.10.2023 16:00,0,n/e,n/e,n/e,n/e,n/e,91,n/e,n/e
19.10.2023 17:00 - 19.10.2023 18:00,19.10.2023 17:00,0,n/e,n/e,n/e,n/e,n/e,97,n/e,n/e
19.10.2023 18:00 - 19.10.2023 19:00,19.10.2023 18:00,0,n/e,n/e,n/e,n/e,n/e,101,n/e,n/e
19.10.2023 19:00 - 19.10.2023 20:00,19.10.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,97,n/e,n/e
19.10.2023 20:00 - 19.10.2023 21:00,19.10.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,95,n/e,n/e
19.10.2023 21:00 - 19.10.2023 22:00,19.10.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,88,n/e,n/e
19.10.2023 22:00 - 19.10.2023 23:00,19.10.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,95,n/e,n/e
19.10.2023 23:00 - 20.10.2023 00:00,19.10.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,101,n/e,n/e
20.10.2023 00:00 - 20.10.2023 01:00,20.10.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,110,n/e,n/e
20.10.2023 01:00 - 20.10.2023 02:00,20.10.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,112,n/e,n/e
20.10.2023 02:00 - 20.10.2023 03:00,20.10.2023 02:00,0,n/e,n/e,n/e,n/e,n/e,120,n/e,n/e
20.10.2023 03:00 - 20.10.2023 04:00,20.10.2023 03:00,0,n/e,n/e,n/e,n/e,n/e,126,n/e,n/e
20.10.2023 04:00 - 20.10.2023 05:00,20.10.2023 04:00,0,n/e,n/e,n/e,n/e,n/e,131,n/e,n/e
20.10.2023 05:00 - 20.10.2023 06:00,20.10.2023 05:00,11,n/e,n/e,n/e,n/e,n/e,137,n/e,n/e
20.10.2023 06:00 - 20.10.2023 07:00,20.10.2023 06:00,61,n/e,n/e,n/e,n/e,n/e,139,n/e,n/e
20.10.2023 07:00 - 20.10.2023 08:00,20.10.2023 07:00,123,n/e,n/e,n/e,n/e,n/e,150,n/e,n/e
20.10.2023 08:00 - 20.10.2023 09:00,20.10.2023 08:00,173,n/e,n/e,n/e,n/e,n/e,153,n/e,n/e
20.10.2023 09:00 - 20.10.2023 10:00,20.10.2023 09:00,199,n/e,n/e,n/e,n/e,n/e,165,n/e,n/e
20.10.2023 10:00 - 20.10.2023 11:00,20.10.2023 10:00,200,n/e,n/e,n/e,n/e,n/e,173,n/e,n/e
20.10.2023 11:00 - 20.10.2023 12:00,20.10.2023 11:00,176,n/e,n/e,n/e,n/e,n/e,177,n/e,n/e
20.10.2023 12:00 - 20.10.2023 13:00,20.10.2023 12:00,129,n/e,n/e,n/e,n/e,n/e,179,n/e,n/e
20.10.2023 13:00 - 20.10.2023 14:00,20.10.2023 13:00,69,n/e,n/e,n/e,n/e,n/e,186,n/e,n/e
20.10.2023 14:00 - 20.10.2023 15:00,20.10.2023 14:00,14,n/e,n/e,n/e,n/e,n/e,185,n/e,n/e
20.10.2023 15:00 - 20.10.2023 16:00,20.10.2023 15:00,0,n/e,n/e,n/e,n/e,n/e,183,n/e,n/e
20.10.2023 16:00 - 20.10.2023 17:00,20.10.2023 16:00,0,n/e,n/e,n/e,n/e,n/e,179,n/e,n/e
20.10.2023 17:00 - 20.10.2023 18:00,20.10.2023 17:00,0,n/e,n/e,n/e,n/e,n/e,173,n/e,n/e
20.10.2023 18:00 - 20.10.2023 19:00,20.10.2023 18:00,0,n/e,n/e,n/e,n/e,n/e,163,n/e,n/e
20.10.2023 19:00 - 20.10.2023 20:00,20.10.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,152,n/e,n/e
20.10.2023 20:00 - 20.10.2023 21:00,20.10.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,142,n/e,n/e
20.10.2023 21:00 - 20.10.2023 22:00,20.10.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,135,n/e,n/e
20.10.2023 22:00 - 20.10.2023 23:00,20.10.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,155,n/e,n/e
20.10.2023 23:00 - 21.10.2023 00:00,20.10.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,165,n/e,n/e
21.10.2023 00:00 - 21.10.2023 01:00,21.10.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,169,n/e,n/e
21.10.2023 01:00 - 21.10.2023 02:00,21.10.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,173,n/e,n/e
21.10.2023 02:00 - 21.10.2023 03:00,21.10.2023 02:00,0,n/e,n/e,n/e,n/e,n/e,178,n/e,n/e
21.10.2023 03:00 - 21.10.2023 04:00,21.10.2023 03:00,0,n/e,n/e,n/e,n/e,n/e,181,n/e,n/e
21.10.2023 04:00 - 21.10.2023 05:00,21.10.2023 04:00,0,n/e,n/e,n/e,n/e,n/e,175,n/e,n/e
21.10.2023 05:00 - 21.10.2023 06:00,21.10.2023 05:00,8,n/e,n/e,n/e,n/e,n/e,174,n/e,n/e
21.10.2023 06:00 - 21.10.2023 07:00,21.10.2023 06:00,53,n/e,n/e,n/e,n/e,n/e,172,n/e,n/e
21.10.2023 07:00 - 21.10.2023 08:00,21.10.2023 07:00,112,n/e,n/e,n/e,n/e,n/e,165,n/e,n/e
21.10.2023 08:00 - 21.10.2023 09:00,21.10.2023 08:00,162,n/e,n/e,n/e,n/e,n/e,167,n/e,n/e
21.10.2023 09:00 - 21.10.2023 10:00,21.10.2023 09:00,182,n/e,n/e,n/e,n/e,n/e,164,n/e,n/e
21.10.2023 10:00 - 21.10.2023 11:00,21.10.2023 10:00,170,n/e,n/e,n/e,n/e,n/e,162,n/e,n/e
21.10.2023 11:00 - 21.10.2023 12:00,21.10.2023 11:00,133,n/e,n/e,n/e,n/e,n/e,162,n/e,n/e
21.10.2023 12:00 - 21.10.2023 13:00,21.10.2023 12:00,84,n/e,n/e,n/e,n/e,n/e,162,n/e,n/e
21.10.2023 13:00 - 21.10.2023 14:00,21.10.2023 13:00,33,n/e,n/e,n/e,n/e,n/e,165,n/e,n/e
21.10.2023 14:00 - 21.10.2023 15:00,21.10.2023 14:00,4,n/e,n/e,n/e,n/e,n/e,179,n/e,n/e
21.10.2023 15:00 - 21.10.2023 16:00,21.10.2023 15:00,0,n/e,n/e,n/e,n/e,n/e,186,n/e,n/e
21.10.2023 16:00 - 21.10.2023 17:00,21.10.2023 16:00,0,n/e,n/e,n/e,n/e,n/e,187,n/e,n/e
21.10.2023 17:00 - 21.10.2023 18:00,21.10.2023 17:00,0,n/e,n/e,n/e,n/e,n/e,182,n/e,n/e
21.10.2023 18:00 - 21.10.2023 19:00,21.10.2023 18:00,0,n/e,n/e,n/e,n/e,n/e,177,n/e,n/e
21.10.2023 19:00 - 21.10.2023 20:00,21.10.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,171,n/e,n/e
21.10.2023 20:00 - 21.10.2023 21:00,21.10.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,163,n/e,n/e
21.10.2023 21:00 - 21.10.2023 22:00,21.10.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,145,n/e,n/e
21.10.2023 22:00 - 21.10.2023 23:00,21.10.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,138,n/e,n/e
21.10.2023 23:00 - 22.10.2023 00:00,21.10.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,119,n/e,n/e
22.10.2023 00:00 - 22.10.2023 01:00,22.10.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,109,n/e,n/e
22.10.2023 01:00 - 22.10.2023 02:00,22.10.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,94,n/e,n/e
22.10.2023 02:00 - 22.10.2023 03:00,22.10.2023 02:00,0,n/e,n/e,n/e,n/e,n/e,80,n/e,n/e
22.10.2023 03:00 - 22.10.2023 04:00,22.10.2023 03:00,0,n/e,n/e,n/e,n/e,n/e,70,n/e,n/e
22.10.2023 04:00 - 22.10.2023 05:00,22.10.2023 04:00,0,n/e,n/e,n/e,n/e,n/e,58,n/e,n/e
22.10.2023 05:00 - 22.10.2023 06:00,22.10.2023 05:00,1,n/e,n/e,n/e,n/e,n/e,52,n/e,n/e
22.10.2023 06:00 - 22.10.2023 07:00,22.10.2023 06:00,8,n/e,n/e,n/e,n/e,n/e,46,n/e,n/e
22.10.2023 07:00 - 22.10.2023 08:00,22.10.2023 07:00,17,n/e,n/e,n/e,n/e,n/e,41,n/e,n/e
22.10.2023 08:00 - 22.10.2023 09:00,22.10.2023 08:00,26,n/e,n/e,n/e,n/e,n/e,39,n/e,n/e
22.10.2023 09:00 - 22.10.2023 10:00,22.10.2023 09:00,31,n/e,n/e,n/e,n/e,n/e,24,n/e,n/e
22.10.2023 10:00 - 22.10.2023 11:00,22.10.2023 10:00,32,n/e,n/e,n/e,n/e,n/e,18,n/e,n/e
22.10.2023 11:00 - 22.10.2023 12:00,22.10.2023 11:00,28,n/e,n/e,n/e,n/e,n/e,19,n/e,n/e
22.10.2023 12:00 - 22.10.2023 13:00,22.10.2023 12:00,20,n/e,n/e,n/e,n/e,n/e,9,n/e,n/e
22.10.2023 13:00 - 22.10.2023 14:00,22.10.2023 13:00,11,n/e,n/e,n/e,n/e,n/e,6,n/e,n/e
22.10.2023 14:00 - 22.10.2023 15:00,22.10.2023 14:00,2,n/e,n/e,n/e,n/e,n/e,6,n/e,n/e
22.10.2023 15:00 - 22.10.2023 16:00,22.10.2023 15:00,0,n/e,n/e,n/e,n/e,n/e,7,n/e,n/e
22.10.2023 16:00 - 22.10.2023 17:00,22.10.2023 16:00,0,n/e,n/e,n/e,n/e,n/e,7,n/e,n/e
22.10.2023 17:00 - 22.10.2023 18:00,22.10.2023 17:00,0,n/e,n/e,n/e,n/e,n/e,5,n/e,n/e
22.10.2023 18:00 - 22.10.2023 19:00,22.10.2023 18:00,0,n/e,n/e,n/e,n/e,n/e,4,n/e,n/e
22.10.2023 19:00 - 22.10.2023 20:00,22.10.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,4,n/e,n/e
22.10.2023 20:00 - 22.10.2023 21:00,22.10.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,4,n/e,n/e
22.10.2023 21:00 - 22.10.2023 22:00,22.10.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,12,n/e,n/e
22.10.2023 22:00 - 22.10.2023 23:00,22.10.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,7,n/e,n/e
22.10.2023 23:00 - 23.10.2023 00:00,22.10.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,12,n/e,n/e
23.10.2023 00:00 - 23.10.2023 01:00,23.10.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,12,n/e,n/e
23.10.2023 01:00 - 23.10.2023 02:00,23.10.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,10,n/e,n/e
23.10.2023 02:00 - 23.10.2023 03:00,23.10.2023 02:00,0,n/e,n/e,n/e,n/e,n/e,11,n/e,n/e
23.10.2023 03:00 - 23.10.2023 04:00,23.10.2023 03:00,0,n/e,n/e,n/e,n/e,n/e,9,n/e,n/e
23.10.2023 04:00 - 23.10.2023 05:00,23.10.2023 04:00,0,n/e,n/e,n/e,n/e,n/e,17,n/e,n/e
23.10.2023 05:00 - 23.10.2023 06:00,23.10.2023 05:00,1,n/e,n/e,n/e,n/e,n/e,8,n/e,n/e
23.10.2023 06:00 - 23.10.2023 07:00,23.10.2023 06:00,11,n/e,n/e,n/e,n/e,n/e,3,n/e,n/e
23.10.2023 07:00 - 23.10.2023 08:00,23.10.2023 07:00,22,n/e,n/e,n/e,n/e,n/e,12,n/e,n/e
23.10.2023 08:00 - 23.10.2023 09:00,23.10.2023 08:00,35,n/e,n/e,n/e,n/e,n/e,12,n/e,n/e
23.10.2023 09:00 - 23.10.2023 10:00,23.10.2023 09:00,44,n/e,n/e,n/e,n/e,n/e,13,n/e,n/e
23.10.2023 10:00 - 23.10.2023 11:00,23.10.2023 10:00,43,n/e,n/e,n/e,n/e,n/e,15,n/e,n/e
23.10.2023 11:00 - 23.10.2023 12:00,23.10.2023 11:00,37,n/e,n/e,n/e,n/e,n/e,17,n/e,n/e
23.10.2023 12:00 - 23.10.2023 13:00,23.10.2023 12:00,24,n/e,n/e,n/e,n/e,n/e,18,n/e,n/e
23.10.2023 13:00 - 23.10.2023 14:00,23.10.2023 13:00,13,n/e,n/e,n/e,n/e,n/e,18,n/e,n/e
23.10.2023 14:00 - 23.10.2023 15:00,23.10.2023 14:00,1,n/e,n/e,n/e,n/e,n/e,10,n/e,n/e
23.10.2023 15:00 - 23.10.2023 16:00,23.10.2023 15:00,0,n/e,n/e,n/e,n/e,n/e,11,n/e,n/e
23.10.2023 16:00 - 23.10.2023 17:00,23.10.2023 16:00,0,n/e,n/e,n/e,n/e,n/e,13,n/e,n/e
23.10.2023 17:00 - 23.10.2023 18:00,23.10.2023 17:00,0,n/e,n/e,n/e,n/e,n/e,14,n/e,n/e
23.10.2023 18:00 - 23.10.2023 19:00,23.10.2023 18:00,0,n/e,n/e,n/e,n/e,n/e,14,n/e,n/e
23.10.2023 19:00 - 23.10.2023 20:00,23.10.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,13,n/e,n/e
23.10.2023 20:00 - 23.10.2023 21:00,23.10.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,11,n/e,n/e
23.10.2023 21:00 - 23.10.2023 22:00,23.10.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,10,n/e,n/e
23.10.2023 22:00 - 23.10.2023 23:00,23.10.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,16,n/e,n/e
23.10.2023 23:00 - 24.10.2023 00:00,23.10.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,15,n/e,n/e
24.10.2023 00:00 - 24.10.2023 01:00,24.10.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,15,n/e,n/e
24.10.2023 01:00 - 24.10.2023 02:00,24.10.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,17,n/e,n/e
24.10.2023 02:00 - 24.10.2023 03:00,24.10.2023 02:00,0,n/e,n/e,n/e,n/e,n/e,17,n/e,n/e
24.10.2023 03:00 - 24.10.2023 04:00,24.10.2023 03:00,0,n/e,n/e,n/e,n/e,n/e,20,n/e,n/e
24.10.2023 04:00 - 24.10.2023 05:00,24.10.2023 04:00,0,n/e,n/e,n/e,n/e,n/e,18,n/e,n/e
24.10.2023 05:00 - 24.10.2023 06:00,24.10.2023 05:00,1,n/e,n/e,n/e,n/e,n/e,19,n/e,n/e
24.10.2023 06:00 - 24.10.2023 07:00,24.10.2023 06:00,15,n/e,n/e,n/e,n/e,n/e,16,n/e,n/e
24.10.2023 07:00 - 24.10.2023 08:00,24.10.2023 07:00,39,n/e,n/e,n/e,n/e,n/e,15,n/e,n/e
24.10.2023 08:00 - 24.10.2023 09:00,24.10.2023 08:00,61,n/e,n/e,n/e,n/e,n/e,14,n/e,n/e
24.10.2023 09:00 - 24.10.2023 10:00,24.10.2023 09:00,81,n/e,n/e,n/e,n/e,n/e,13,n/e,n/e
24.10.2023 10:00 - 24.10.2023 11:00,24.10.2023 10:00,90,n/e,n/e,n/e,n/e,n/e,13,n/e,n/e
24.10.2023 11:00 - 24.10.2023 12:00,24.10.2023 11:00,80,n/e,n/e,n/e,n/e,n/e,12,n/e,n/e
24.10.2023 12:00 - 24.10.2023 13:00,24.10.2023 12:00,56,n/e,n/e,n/e,n/e,n/e,13,n/e,n/e
24.10.2023 13:00 - 24.10.2023 14:00,24.10.2023 13:00,30,n/e,n/e,n/e,n/e,n/e,17,n/e,n/e
24.10.2023 14:00 - 24.10.2023 15:00,24.10.2023 14:00,1,n/e,n/e,n/e,n/e,n/e,14,n/e,n/e
24.10.2023 15:00 - 24.10.2023 16:00,24.10.2023 15:00,0,n/e,n/e,n/e,n/e,n/e,19,n/e,n/e
24.10.2023 16:00 - 24.10.2023 17:00,24.10.2023 16:00,0,n/e,n/e,n/e,n/e,n/e,27,n/e,n/e
24.10.2023 17:00 - 24.10.2023 18:00,24.10.2023 17:00,0,n/e,n/e,n/e,n/e,n/e,29,n/e,n/e
24.10.2023 18:00 - 24.10.2023 19:00,24.10.2023 18:00,0,n/e,n/e,n/e,n/e,n/e,35,n/e,n/e
24.10.2023 19:00 - 24.10.2023 20:00,24.10.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,36,n/e,n/e
24.10.2023 20:00 - 24.10.2023 21:00,24.10.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,41,n/e,n/e
24.10.2023 21:00 - 24.10.2023 22:00,24.10.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,43,n/e,n/e
24.10.2023 22:00 - 24.10.2023 23:00,24.10.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,50,n/e,n/e
24.10.2023 23:00 - 25.10.2023 00:00,24.10.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,51,n/e,n/e
25.10.2023 00:00 - 25.10.2023 01:00,25.10.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,51,n/e,n/e
25.10.2023 01:00 - 25.10.2023 02:00,25.10.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,55,n/e,n/e
25.10.2023 02:00 - 25.10.2023 03:00,25.10.2023 02:00,0,n/e,n/e,n/e,n/e,n/e,57,n/e,n/e
25.10.2023 03:00 - 25.10.2023 04:00,25.10.2023 03:00,0,n/e,n/e,n/e,n/e,n/e,61,n/e,n/e
25.10.2023 04:00 - 25.10.2023 05:00,25.10.2023 04:00,0,n/e,n/e,n/e,n/e,n/e,63,n/e,n/e
25.10.2023 05:00 - 25.10.2023 06:00,25.10.2023 05:00,2,n/e,n/e,n/e,n/e,n/e,69,n/e,n/e
25.10.2023 06:00 - 25.10.2023 07:00,25.10.2023 06:00,41,n/e,n/e,n/e,n/e,n/e,75,n/e,n/e
25.10.2023 07:00 - 25.10.2023 08:00,25.10.2023 07:00,96,n/e,n/e,n/e,n/e,n/e,80,n/e,n/e
25.10.2023 08:00 - 25.10.2023 09:00,25.10.2023 08:00,152,n/e,n/e,n/e,n/e,n/e,87,n/e,n/e
25.10.2023 09:00 - 25.10.2023 10:00,25.10.2023 09:00,176,n/e,n/e,n/e,n/e,n/e,93,n/e,n/e
25.10.2023 10:00 - 25.10.2023 11:00,25.10.2023 10:00,174,n/e,n/e,n/e,n/e,n/e,97,n/e,n/e
25.10.2023 11:00 - 25.10.2023 12:00,25.10.2023 11:00,144,n/e,n/e,n/e,n/e,n/e,100,n/e,n/e
25.10.2023 12:00 - 25.10.2023 13:00,25.10.2023 12:00,89,n/e,n/e,n/e,n/e,n/e,101,n/e,n/e
25.10.2023 13:00 - 25.10.2023 14:00,25.10.2023 13:00,37,n/e,n/e,n/e,n/e,n/e,102,n/e,n/e
25.10.2023 14:00 - 25.10.2023 15:00,25.10.2023 14:00,4,n/e,n/e,n/e,n/e,n/e,111,n/e,n/e
25.10.2023 15:00 - 25.10.2023 16:00,25.10.2023 15:00,0,n/e,n/e,n/e,n/e,n/e,120,n/e,n/e
25.10.2023 16:00 - 25.10.2023 17:00,25.10.2023 16:00,0,n/e,n/e,n/e,n/e,n/e,126,n/e,n/e
25.10.2023 17:00 - 25.10.2023 18:00,25.10.2023 17:00,0,n/e,n/e,n/e,n/e,n/e,128,n/e,n/e
25.10.2023 18:00 - 25.10.2023 19:00,25.10.2023 18:00,0,n/e,n/e,n/e,n/e,n/e,132,n/e,n/e
25.10.2023 19:00 - 25.10.2023 20:00,25.10.2023 19:00,0,n/e,n/e,n/e,n/e,n/e,128,n/e,n/e
25.10.2023 20:00 - 25.10.2023 21:00,25.10.2023 20:00,0,n/e,n/e,n/e,n/e,n/e,124,n/e,n/e
25.10.2023 21:00 - 25.10.2023 22:00,25.10.2023 21:00,0,n/e,n/e,n/e,n/e,n/e,121,n/e,n/e
25.10.2023 22:00 - 25.10.2023 23:00,25.10.2023 22:00,0,n/e,n/e,n/e,n/e,n/e,143,n/e,n/e
25.10.2023 23:00 - 26.10.2023 00:00,25.10.2023 23:00,0,n/e,n/e,n/e,n/e,n/e,144,n/e,n/e
26.10.2023 00:00 - 26.10.2023 01:00,26.10.2023 00:00,0,n/e,n/e,n/e,n/e,n/e,143,n/e,n/e
26.10.2023 01:00 - 26.10.2023 02:00,26.10.2023 01:00,0,n/e,n/e,n/e,n/e,n/e,141,n/e,n/e
26.10.2023 02:00 - 26.10.2023 03:00,26.10.2023 02:00,0,n/e,n/e,n/e,n/e,n/e,140,n/e,n/e
26.10.2023 03:00 - 26.10.2023 04:00,26.10.2023 03:00,0,n/e,n/e,n/e,n/e,n/e,138,n/e,n/e
26.10.2023 04:00 - 26.10.2023 05:00,26.10.2023 04:00,0,n/e,n/e,n/e,n/e,n/e,125,n/e,n/e
